080950550824	1	2	2	2 	5 	3	01-016-074	1700	1	08-095-055	1900	0	2
080950550826	1	1	2	2 	2 	2	01-003-072	1900	1	08-095-055	2000	1	2
080950550902	1	1	2	2 	7 	2	01-020-069	1630	1	08-095-055	1810	0	2
080950550903	1	1	2	2 	5 	2	01-019-056	1740	1	08-095-055	1850	0	2
080950550905	1	3	2	2 	2 	2	01-014-073	1700	1	08-095-055	1830	0	2
080950551001	1	1	2	2 	1 	5	01-022-053	1610	1	08-095-055	1750	0	2
080950551002	1	1	3	2 	7 	5	01-013-075	1420	1	08-095-055	1455	0	2
080950551005	1	1	2	2 	2 	2	01-023-064	2000	1	08-095-055	2110	0	2
080950551006	1	1	3	2 	2 	5	01-013-075	1800	1	08-095-055	2000	0	2
080950551008	1	1	2	2 	10	2	01-022-053	2000	1	08-095-055	2200	0	2
080950551012	1	1	2	2 	2 	2	01-022-051	1930	1	08-095-055	2035	0	2
080950551013	1	1	2	2 	10	5	01-004-052	2300	1	08-095-055	2400	0	2
080950551013	1	2	2	2 	10	5	01-020-072	2030	1	08-095-055	2135	0	2
080950551014	1	1	2	2 	2 	2	01-016-074	1930	1	08-095-055	2010	0	2
080950551021	1	4	2	2 	7 	2	01-002-060	1945	1	08-095-055	2050	0	2
080950551022	1	1	4	2 	2 	5	01-022-066	1600	1	08-095-055	1710	0	2
080950551022	1	2	4	2 	5 	4	01-019-056	1100	1	08-095-055	1150	0	2
080950551026	1	1	2	2 	2 	2	01-019-054	1800	1	08-095-055	1920	0	2
080950551103	1	2	2	2 	10	5	01-012-052	1830	1	08-095-055	1925	0	2
080950551107	1	1	2	2 	7 	2	01-001-061	2130	1	08-095-055	2230	0	2
080950551109	1	1	2	2 	10	2	01-013-064	2050	1	08-095-055	2200	0	2
080950551110	1	1	2	2 	7 	2	01-002-055	2000	1	08-095-055	2100	0	2
080950551110	1	2	3	2 	9 	5	01-012-073	2100	1	08-095-055	2140	0	2
080950551112	1	1	2	2 	2 	2	01-019-074	1900	1	08-095-055	2000	0	2
080950551113	1	2	4	7 	2 	5	01-019-054	1300	2	08-093-060	1400	0	2
080950551114	1	1	2	2 	10	2	01-002-055	1800	1	08-095-055	1930	0	2
080950551116	1	3	2	2 	10	2	01-023-077	1910	1	08-095-055	2140	0	2
080950551116	1	4	2	2 	10	2	01-023-051	1900	1	08-095-055	2040	0	2
080950551117	1	1	2	2 	5 	2	01-012-072	1800	1	08-095-055	1850	0	2
080950551118	1	2	2	2 	10	2	01-024-077	1930	1	08-095-055	2100	0	2
080950551121	1	1	2	6 	2 	2	01-012-066	1125	5	08-093-059	1215	0	2
080950551122	1	1	4	2 	7 	5	01-001-067	2200	1	08-095-055	2250	0	2
080950551123	1	3	2	2 	10	5	01-005-062	1240	1	08-095-055	1410	0	2
080950560101	1	1	2	2 	2 	2	01-016-069	1900	1	08-095-056	2010	0	2
080950560102	1	1	4	2 	10	4	01-001-065	1530	1	08-095-056	1625	0	2
080950560102	1	2	2	2 	2 	2	01-018-052	1750	1	08-095-056	1905	0	2
080950560104	1	1	5	2 	2 	5	01-014-074	2300	1	08-095-056	2345	1	2
080950560105	1	1	2	2 	10	3	01-014-076	1710	1	08-095-056	1810	0	2
080950560106	1	1	3	2 	2 	5	01-012-051	1700	1	08-095-056	1735	0	2
